 6,  97.8347,  49.4242
 7,  97.8347,  49.3383
 8,  94.3369,  44.8353
 9,  98.1678,  47.5242
10,  97.8347,  48.7900
11,  97.8347,  49.5694
12,  97.8347,  49.3724
13,  97.8347,  49.4652
14,  97.8347,  49.4089
15,  97.8347,  49.4773
16,  97.8347,  49.4211
17,  92.3381,  45.3403
18,  98.1678,  48.9786
19,  97.8347,  49.3970
20,  97.8347,  49.0787
21,  97.8347,  49.2721
22,  97.8347,  48.8958
23,  97.8347,  49.2315
24,  97.8347,  48.9576
25,  97.8347,  49.2713
26,  97.8347,  49.0577
27,  97.8347,  49.2883
28,  97.8347,  49.0401
29,  97.8347,  49.0510
30,  89.6731,  45.4962
31,  98.1678,  49.1307
32,  97.8347,  49.3214
33,  97.8347,  49.5994
34,  97.8347,  49.5152
35,  97.8347,  49.4606
36,  97.8347,  49.4940
37,  95.3362,  47.9310
 0, 100.0000,  49.8202
 1,  97.6369,  48.5089
 2,  98.3344,  49.7563
 3,  97.8347,  49.3658
 4,  97.8347,  49.4683
 5,  97.8347,  49.2821
 6,  97.8347,  49.5422
 7,  97.8347,  49.3615
 8,  94.3369,  44.7550
 9,  98.1678,  47.4243
10,  97.8347,  48.8808
11,  97.8347,  49.6259
12,  97.8347,  49.5112
13,  97.8347,  49.4537
14,  97.8347,  49.2704
15,  97.8347,  49.5276
16,  97.8347,  49.5467
17,  92.3381,  45.4810
18,  98.1678,  48.9593
19,  97.8347,  49.1178
20,  97.8347,  49.0639
21,  97.8347,  49.2597
22,  97.8347,  49.1679
23,  97.8347,  49.2969
24,  97.8347,  49.0444
25,  97.8347,  49.3419
26,  97.8347,  49.1889
27,  97.8347,  49.3765
28,  97.8347,  49.1760
29,  97.8347,  49.1149
30,  89.6731,  45.3944
31,  98.1678,  48.9991
32,  97.8347,  49.5000
33,  97.8347,  49.5434
34,  97.8347,  49.4139
35,  97.8347,  49.6106
36,  97.8347,  49.4480
37,  95.3362,  48.0733
